section_id,title,ROLE_01_ARCHITECT,ROLE_02_RESEARCHER,ROLE_03_ANALYST,ROLE_04_CRITIC,ROLE_05_SECURITY_AUDITOR,ROLE_06_IMPLEMENTER,ROLE_07_REFACTORER,ROLE_08_TESTER,ROLE_09_VERIFIER,ROLE_10_DOCUMENTATION_WRITER,ROLE_11_TEACHER,ROLE_12_PLANNER,ROLE_13_COORDINATOR,ROLE_14_OBSERVER,ROLE_15_MEMORY_CURATOR,ROLE_16_GOVERNANCE_REVIEWER,ROLE_17_RED_TEAM,ROLE_18_OPTIMIZER,ROLE_19_USER_EXPERIENCE_REVIEWER,ROLE_20_DECISION_ARBITER_ADVISORY,ROLE_21_GUIDEBOOK_ARCHITECT,specialist_expertise_cues_not_authority
229,Quality Engineering,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,Quality Engineer
230,Quality Assurance,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,Quality Assurance Reviewer;Quality Manager;Auditor
231,Software Testing,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,Quality Assurance Reviewer
232,Hardware Testing,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,Hardware Engineer;Safety Reviewer;Quality Engineer
233,Unit Testing,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Quality Engineer
234,Integration Testing,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Integration Engineer;Quality Engineer
235,System Testing,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,Systems Engineer;Quality Engineer
236,End-to-End Testing,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,Systems Engineer;Accessibility Reviewer
237,Acceptance Testing,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,Quality Assurance Reviewer;Operations Reviewer;Accessibility Reviewer
238,Regression Testing,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Quality Engineer
239,Performance Testing,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,Performance Engineer;Quality Engineer;Operations Engineer
240,Load Testing,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,Load Test Engineer;Performance Engineer;Operations Engineer;Quality Engineer
241,Stress Testing,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,Resilience Engineer;Performance Engineer;Safety Reviewer;Operations Engineer
242,Scalability Testing,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,Scalability Engineer;Performance Engineer;Data Engineer;Operations Engineer
243,Reliability Testing,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,Reliability Engineer;Resilience Engineer;Operations Engineer;Quality Engineer
244,Resilience Testing,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,Resilience Engineer;Operations Engineer;Safety Reviewer
245,Chaos Engineering,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,Chaos Engineer;Resilience Engineer;Operations Engineer;Safety Reviewer
246,Security Testing,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,Threat Modeler
247,Accessibility Testing,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,Accessibility Reviewer;Content Designer
248,Compatibility Testing,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,Release Engineer;Support Reviewer
249,Usability Testing,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,Accessibility Reviewer
250,Localization Testing,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,Localization Reviewer;Accessibility Reviewer;Content Designer;Legal Advisor
251,Compliance Testing,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Legal Advisor;Auditor;Privacy Reviewer
252,Safety Testing,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,Safety Engineer;Safety Reviewer;Test Engineer;Systems Engineer
253,Model Testing,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,Data Scientist;Statistician;Privacy Reviewer;Safety Reviewer
254,Data Testing,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer;Privacy Reviewer
255,Test Automation,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Test Automation Engineer;Quality Engineer
256,Verification,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Quality Assurance Reviewer;Requirements Engineer
257,Validation,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Validator;Safety Reviewer;Accessibility Reviewer
258,Configuration Management,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Configuration Manager;Platform Engineer
259,Source Control Management,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Source Control Manager;Reviewer
260,Dependency Management,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Dependency Manager
261,Package Management,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Package Manager;Dependency Manager;Build Engineer
262,Artifact Management,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Artifact Manager;Build Engineer;Release Engineer;Dependency Manager
263,Environment Management,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Environment Manager;Platform Engineer;Data Engineer
264,Build Engineering,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Build Engineer;Dependency Manager;Platform Engineer
265,Build Automation,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Build Automation Engineer;Build Engineer;Platform Engineer
266,Continuous Integration,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,CI Engineer;Build Engineer;Dependency Manager;Quality Engineer
267,Continuous Delivery,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,Release Engineer;Delivery Engineer;Operations Engineer;Support Reviewer
268,Continuous Deployment,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,Deployment Engineer;Release Engineer;Platform Engineer;Operations Engineer
269,DevOps,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,Operations Engineer
270,DevSecOps,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,DevSecOps Engineer;Threat Modeler;Build Engineer;Privacy Reviewer
271,GitOps,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,GitOps Engineer;Platform Engineer;Source Control Manager;Configuration Manager
272,Platform Engineering,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,Platform Engineer;Product Manager;Operations Engineer
273,Developer Experience,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,Developer Experience Engineer;Platform Engineer
274,Tooling Engineering,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Tooling Engineer;Developer Experience Engineer
275,Infrastructure Engineering,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Infrastructure Engineer;Platform Engineer;Network Engineer;Database Administrator;Storage Administrator;Operations Engineer
276,Infrastructure as Code,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,IaC Engineer;Infrastructure Engineer;Platform Engineer
277,Cloud Engineering,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Cloud Engineer;Infrastructure Engineer;Data Engineer;Platform Engineer;Operations Engineer
278,Edge Computing Engineering,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Edge Engineer;Infrastructure Engineer;Embedded Engineer;Network Engineer;Fleet Operator;Safety Reviewer;Operations Engineer
279,Container Engineering,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Container Engineer;Build Engineer;Platform Engineer;Dependency Manager
280,Container Orchestration,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Orchestration Engineer;Container Engineer;Platform Engineer;Network Engineer;Storage Administrator;Operations Engineer
281,Virtualization Engineering,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Virtualization Engineer;Infrastructure Engineer;Server Engineer;Storage Administrator;Network Engineer;Operations Engineer
282,Server Engineering,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Server Engineer;Systems Administrator;Infrastructure Engineer;Network Engineer;Storage Administrator;Operations Engineer
283,Systems Administration,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Systems Administrator;Operations Engineer;Platform Engineer;Server Engineer;Network Engineer;Database Administrator;Storage Administrator
284,Network Engineering,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,Network Engineer;Cloud Engineer;Systems Administrator;Operations Engineer
285,Database Administration,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Database Administrator;Data Engineer;Privacy Reviewer;Performance Engineer
286,Storage Administration,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Storage Administrator;Database Administrator;Privacy Reviewer;Infrastructure Engineer;Operations Engineer
287,Release Engineering,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,Release Engineer;Delivery Engineer;Product Manager;Operations Engineer;Support Reviewer
288,Release Management,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,Release Manager;Release Engineer;Product Manager;Operations Engineer;Support Reviewer
289,Change Management,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,Change Manager;Operations Engineer
290,Deployment Engineering,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,Deployment Engineer;Release Engineer;Platform Engineer;Operations Engineer
291,Distribution Engineering,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Distribution Engineer;Release Engineer;Artifact Manager;Support Reviewer;Network Engineer;Operations Engineer
292,Packaging,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Packaging Engineer;Build Engineer;Artifact Manager
293,Installation Engineering,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Installation Engineer;Release Engineer;Deployment Engineer;Systems Administrator;Support Reviewer
294,Provisioning,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Provisioning Engineer;IAM Engineer;Infrastructure Engineer;Platform Engineer;Data Engineer;Operations Engineer
295,Environment Promotion,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,Release Engineer;Environment Manager;Deployment Engineer;Operations Engineer
296,Feature Management,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Feature Manager;Product Manager;Release Engineer;Experimenter;Privacy Reviewer
297,Configuration Delivery,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Configuration Manager;Deployment Engineer;Release Engineer;Platform Engineer;Operations Engineer
298,Certificate Management,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Certificate Manager;Cryptography Engineer;Key Manager;Network Engineer;Platform Engineer;Operations Engineer
299,Domain and DNS Management,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,DNS Engineer;Network Engineer;Certificate Manager;Cloud Engineer;Platform Engineer;Operations Engineer
300,Content Delivery Networks,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,CDN Engineer;Network Engineer;Cloud Engineer;Release Engineer;Content Engineer;Operations Engineer
301,Site Reliability Engineering,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,Site Reliability Engineer;Operations Engineer;Incident Responder;Capacity Engineer
302,Production Engineering,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,Production Engineer;Site Reliability Engineer;Operations Engineer;Release Engineer;Incident Responder;Capacity Engineer
303,Runtime Operations,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,Runtime Engineer;Operations Engineer;Site Reliability Engineer;Application Engineer;Platform Engineer;Incident Responder
304,Cloud Operations,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Cloud Operations Engineer;Platform Engineer;Data Engineer;SRE;Incident Responder
305,Network Operations,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,Network Operations Engineer;Network Engineer;Cloud Engineer;DNS Engineer;Incident Responder
306,Security Operations,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,Incident Responder
307,Data Operations,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Operations Engineer;Data Engineer;Privacy Reviewer
308,AI Operations,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,AI Operations Engineer;Model Evaluator;Privacy Reviewer;Data Engineer;SRE;Incident Responder
309,Application Operations,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Application Operations Engineer;Application Engineer;SRE;Operations Engineer;Incident Responder;Support Reviewer
310,Platform Operations,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,Platform Operations Engineer;Platform Engineer;SRE;Cloud Engineer;Support Reviewer;Incident Responder
311,Service Management,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Service Manager;Product Manager;Operations Engineer;Support Reviewer;Incident Responder
312,IT Operations,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,IT Operations Engineer;Service Manager;Systems Administrator;Support Reviewer;IAM Engineer;Network Engineer
313,Observability Engineering,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Observability Engineer;SRE;Operations Engineer;Privacy Reviewer;Data Engineer
314,Monitoring,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,Monitoring Engineer;SRE;Operations Engineer
315,Logging,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Logging Engineer;Observability Engineer;Privacy Reviewer;SRE;Data Engineer
316,Tracing,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Tracing Engineer;Observability Engineer;SRE;Application Engineer;Network Engineer;Privacy Reviewer;Incident Responder
317,Metrics Engineering,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Metrics Engineer;Data Engineer;SRE;Privacy Reviewer
318,Alerting,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,Alert Engineer;SRE;Operations Engineer;Incident Responder
319,Incident Management,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Incident Commander;Incident Responder;SRE;Operations Engineer;Legal Advisor;Privacy Reviewer
320,Problem Management,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Problem Manager;Incident Responder;SRE
321,Capacity Management,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,Capacity Engineer;SRE;Performance Engineer;Operations Engineer
322,Availability Management,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Availability Engineer;SRE;Operations Engineer;Capacity Engineer;Incident Responder;Service Manager
323,Performance Management,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,Performance Engineer;SRE;Capacity Engineer;Operations Engineer
324,Reliability Management,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Reliability Engineer;SRE;Problem Manager;Incident Responder;Capacity Engineer
325,Service Level Management,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Service Manager;SRE;Metrics Engineer;Product Manager;Legal Advisor;Support Reviewer
326,Business Continuity,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,Operations Engineer;Safety Reviewer
327,Disaster Recovery,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,Incident Commander;Operations Engineer;SRE;Data Engineer
328,Backup Engineering,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,Backup Engineer;Data Engineer;Storage Administrator;Database Administrator;Operations Engineer
329,Restore Engineering,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,Restore Engineer;Data Engineer;Database Administrator;Storage Administrator;Incident Commander
330,Failover Engineering,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,Failover Engineer;SRE;Network Engineer;Database Administrator;Operations Engineer;Incident Commander
331,Operational Readiness,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,Operational Readiness Reviewer;Operations Engineer;SRE;Release Manager;Support Reviewer
332,Command and Control,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,Incident Commander;Operations Engineer
333,Technical Support,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Technical Support Engineer;Support Reviewer;Application Engineer;Systems Administrator
334,Customer Support,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Customer Support Specialist;Technical Support Engineer;Customer Success Manager;Privacy Reviewer
335,Help Desk,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,IT Operations Engineer;Technical Support Engineer;IAM Engineer;Privacy Reviewer
336,Customer Success,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Customer Success Manager;Product Manager;Technical Support Engineer;Privacy Reviewer
337,Community Management,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Community Manager;Trust;Safety Reviewer;Moderator;Privacy Reviewer;Accessibility Reviewer
338,Training,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,Training Designer;Subject Matter Expert;Accessibility Reviewer
339,Education,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,Accessibility Reviewer
340,Developer Relations,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Developer Relations Lead;Developer Experience Engineer;Community Manager;Technical Writer;Product Manager;Support Reviewer
341,Documentation Engineering,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,Technical Writer;Subject Matter Expert;Accessibility Reviewer
342,Knowledge Management,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Knowledge Manager;Domain Expert;Librarian;Privacy Reviewer
343,Product Marketing,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Product Marketer;Product Manager;Technical Marketer;Legal Advisor
344,Technical Marketing,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Technical Marketer;Product Manager;Engineer;Legal Advisor
345,Brand Management,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Brand Manager;Product Marketer;Legal Advisor;Accessibility Reviewer
346,Sales Engineering,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Sales Engineer;Solutions Engineer;Product Manager;Legal Advisor
347,Solutions Engineering,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Solutions Engineer;Data Engineer;Operations Engineer
348,Procurement,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Legal Advisor;Privacy Reviewer
349,Vendor Management,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Vendor Manager;Legal Advisor;Privacy Reviewer;Service Manager
350,Supply Chain Management,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Supply Chain Manager;Vendor Manager;Hardware Engineer;Quality Engineer
351,Manufacturing,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,Manufacturing Engineer;Quality Engineer;Hardware Engineer;Safety Reviewer;Supply Chain Manager
352,Production Planning,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Supply Chain Manager;Manufacturing Engineer;Quality Engineer;Safety Reviewer
353,Assembly,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,Assembly Engineer;Manufacturing Engineer;Hardware Engineer;Embedded Engineer;Quality Engineer;Safety Reviewer
354,Hardware Certification,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Certification Engineer;Hardware Engineer;Safety Reviewer;Legal Advisor;Quality Assurance Reviewer
355,Device Provisioning,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Device Provisioning Engineer;Embedded Engineer;IAM Engineer;Key Manager;Manufacturing Engineer;Operations Engineer
356,Logistics,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,Logistics Manager;Supply Chain Manager;Device Provisioning Engineer
357,Distribution,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Distribution Manager;Logistics Manager;Release Engineer;Customer Support
358,Commerce,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Commerce Manager;Product Manager;Legal Advisor;Payments Engineer;Billing Engineer;Customer Support
359,Billing Engineering,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,Billing Engineer;Commerce Manager;Payments Engineer;Subscription Manager;Legal Advisor
360,Payments Engineering,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Payments Engineer;Billing Engineer;Privacy Reviewer;Commerce Manager;Incident Responder
361,Subscription Management,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,Subscription Manager;Commerce Manager;Billing Engineer;Payments Engineer;Customer Support;Legal Advisor
362,Revenue Operations,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Revenue Operations Manager;Commerce Manager;Billing Engineer;Payments Engineer;Sales Engineer;Auditor
363,Financial Operations,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Accountant;Auditor;Commerce Manager;Billing Engineer;Payments Engineer
364,Licensing Operations,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,License Manager;Legal Advisor;Commerce Manager;Auditor
365,Usage Metering,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Metering Engineer;Data Engineer;Billing Engineer;Privacy Reviewer
366,Customer Analytics,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Product Manager;Privacy Reviewer;Statistician
367,Product Analytics,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Product Manager;Statistician;Privacy Reviewer;Experimenter
368,Growth Engineering,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Growth Engineer;Product Manager;Experimenter;Privacy Reviewer;Ethics Reviewer
369,Experimentation,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Experimenter;Statistician;Product Manager;Privacy Reviewer;Ethics Reviewer
370,A/B Testing,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A/B Test Engineer;Statistician;Experimenter;Privacy Reviewer;Accessibility Reviewer
371,Optimization,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Experimenter;Performance Engineer;Safety Reviewer
372,Feedback Management,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Customer Support;Community Manager;Product Manager;Privacy Reviewer;Trust;Safety Reviewer
373,Roadmap Management,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,Product Manager;Portfolio Manager
374,Maintenance Engineering,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,Maintenance Engineer;Reliability Engineer;Operations Engineer;Hardware Engineer;Software Engineer;Safety Reviewer
375,Corrective Maintenance,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Corrective Maintenance Engineer;Incident Responder;Problem Manager;Hardware Engineer;Software Engineer;Safety Reviewer;Operations Engineer
376,Preventive Maintenance,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,Preventive Maintenance Engineer;Reliability Engineer;Hardware Engineer;Software Engineer;Safety Reviewer;Operations Engineer
377,Adaptive Maintenance,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Adaptive Maintenance Engineer;Product Manager
378,Software Updates,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,Update Engineer;Release Engineer;Dependency Manager;Operations Engineer;Support Reviewer
379,Firmware Updates,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,Firmware Engineer;Embedded Engineer;Device Provisioning Engineer;Safety Reviewer;Field Operations Engineer
380,Security Patching,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,Security Engineer;Update Engineer;Systems Administrator;Operations Engineer
381,Dependency Updates,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Dependency Manager;Build Engineer;Release Engineer
382,Data Migration Operations,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Migration Engineer;Database Administrator;Privacy Reviewer;Operations Engineer
383,Platform Migration,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,Migration Engineer;Cloud Engineer;Platform Engineer;Data Engineer;Operations Engineer
384,Modernization,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,
385,Refactoring,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Quality Engineer
386,Technical Debt Management,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,Quality Engineer;Operations Engineer
387,Compatibility Management,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Compatibility Manager;Release Engineer;API Engineer;Data Engineer;Support Reviewer
388,Version Management,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Version Manager;Release Engineer;Configuration Manager;Dependency Manager
389,Deprecation Management,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Deprecation Manager;Product Manager;Version Manager;Support Reviewer;Legal Advisor
390,Sunset Planning,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Product Manager;Migration Engineer;Data Engineer;Support Reviewer;Legal Advisor;Records Manager
391,Data Retention,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Records Manager;Privacy Engineer;Legal Advisor;Data Engineer
